0.000000 ,NaN
1.992481 ,-0.874937
0.025954 ,0.286009
1.728405 ,0.018230
2.210972 ,0.011271
2.381235 ,0.018908
2.867106 ,0.009384
4.342948 ,0.003513
4.717131 ,0.005407
6.025927 ,0.002418
6.749933 ,-0.000968
6.376652 ,0.001292
10.089015 ,0.001261
9.733578 ,-0.000972
11.946173 ,0.001136
1.522500 ,0.004059
2.721816 ,-0.002770
4.406675 ,0.003610
5.461131 ,-0.000613
6.394290 ,0.000276
6.121515 ,-0.000239
6.237241 ,0.000210
7.812290 ,0.000024
7.019627 ,-0.000088
6.341151 ,0.000161
5.616389 ,0.000330
4.373399 ,-0.000045
1.893882 ,-0.003081
0.597362 ,-0.028182
4.943273 ,-0.032377
5.443046 ,-0.009777
4.545552 ,-0.001437
4.059620 ,0.000268
5.632850 ,-0.000989
4.086561 ,-0.001325
5.922357 ,-0.000796
5.604762 ,0.001061
4.817923 ,-0.002528
5.278325 ,-0.000333
4.748336 ,0.000037
4.435193 ,0.004043
1.631490 ,-0.089640
4.569750 ,-0.027776
4.107390 ,-0.003336
6.317430 ,0.001724
8.002214 ,-0.000643
7.117438 ,0.000083
5.666182 ,0.000246
5.016632 ,0.000111
5.189209 ,0.001031
6.212244 ,0.002283
7.715289 ,-0.000944
7.564336 ,0.000647
7.565011 ,0.000356
7.267047 ,-0.000102
5.996284 ,0.000139
6.427561 ,0.000033
6.799135 ,0.000330
6.387531 ,0.000479
4.536410 ,-0.000287
5.307588 ,0.001327
3.761748 ,0.001051
4.181063 ,0.002562
3.658951 ,0.000722
3.178244 ,0.001736
2.631889 ,0.003855
2.144981 ,0.010527
1.723790 ,0.012533
1.397750 ,0.025833
0.708048 ,0.098324
2.132596 ,0.041360
2.402076 ,0.025717
3.663563 ,0.001988
4.383277 ,-0.001153
5.376600 ,0.000414
4.902575 ,0.000714
6.248394 ,0.000169
6.111074 ,-0.000494
7.079143 ,0.000349
6.897904 ,0.000613
7.066589 ,-0.000306
6.508815 ,-0.000149
8.485005 ,-0.000101
7.542272 ,0.000110
8.441823 ,-0.000280
6.274799 ,0.000616
6.314211 ,-0.000604
6.946022 ,-0.000471
5.301523 ,-0.000408
4.927121 ,0.000930
4.372672 ,-0.001426
3.691868 ,-0.000321
2.888018 ,-0.008842
1.710824 ,-0.002275
0.782561 ,-0.060747
1.709221 ,-0.053334
3.104017 ,-0.074926
3.295115 ,-0.014248
5.038358 ,-0.009202
5.951287 ,0.001814
5.825455 ,0.000162
4.953059 ,-0.001534
7.250241 ,-0.000624
8.185583 ,-0.000381
7.594038 ,0.001158
7.547257 ,-0.000802
7.049652 ,-0.000520
7.106694 ,0.000772
6.089522 ,-0.000063
7.026981 ,0.000990
6.194769 ,-0.000081
5.385767 ,0.001000
3.843952 ,0.000680
3.720252 ,0.005692
2.084851 ,0.008960
1.358554 ,0.025392
1.664086 ,0.048381
2.476123 ,0.038784
3.862992 ,0.016243
3.265039 ,-0.004216
3.700330 ,0.004207
4.727631 ,0.001829
6.188176 ,0.001041
6.671023 ,0.000042
6.560550 ,0.000826
6.454605 ,0.000254
8.286458 ,-0.000264
6.882181 ,-0.000512
7.870789 ,0.000790
8.566401 ,-0.000163
7.765899 ,-0.000222
6.987601 ,0.000019
6.487284 ,-0.000947
5.018050 ,0.000893
5.913875 ,-0.000306
4.437047 ,-0.001488
4.796038 ,-0.003593
3.942838 ,-0.000889
3.292172 ,-0.003879
2.991396 ,-0.007783
2.044488 ,-0.026143
2.436712 ,-0.050245
3.058750 ,-0.029197
4.304589 ,-0.007552
5.121394 ,-0.007237
5.637903 ,0.000698
7.521090 ,0.000223
4.651117 ,0.000524
6.050797 ,-0.001206
4.183785 ,0.000192
3.906531 ,-0.002206
5.556550 ,-0.000290
5.726724 ,-0.000493
6.012317 ,0.002427
6.719949 ,-0.004964
6.346270 ,0.001022
7.371893 ,0.000362
6.238423 ,0.000135
7.824103 ,0.001001
6.941519 ,-0.001508
5.537551 ,0.002027
6.588135 ,-0.001576
4.470488 ,0.001560
4.941619 ,0.001182
4.884970 ,0.001003
3.780960 ,0.000328
3.054699 ,0.002509
2.258694 ,0.008743
0.890103 ,0.034656
-0.084343 ,0.331032
1.641762 ,0.042596
2.359317 ,0.029952
3.021620 ,-0.003801
4.518078 ,0.000467
5.149479 ,-0.001551
6.332821 ,0.000136
6.099940 ,-0.000245
6.464547 ,0.001512
6.002251 ,-0.001219
7.492449 ,0.000141
8.334357 ,0.000102
8.486391 ,-0.000032
6.657489 ,0.000347
6.086940 ,-0.000955
7.433794 ,0.000638
7.202614 ,-0.000205
6.177719 ,0.000053
6.910111 ,-0.000152
5.467521 ,-0.000586
5.192524 ,0.000871
3.653605 ,-0.003093
3.625055 ,0.002574
2.849735 ,-0.001288
1.121406 ,-0.039717
0.776952 ,-0.056804
4.703401 ,-0.009240
6.771706 ,-0.022837
4.649169 ,0.008780
5.169547 ,-0.000732
4.715698 ,-0.001351
5.165947 ,-0.007453
5.427217 ,0.005393
5.090845 ,-0.005098
5.556678 ,-0.003558
6.058278 ,-0.003219
